ano_campeonato,data,gols_mandante,gols_visitante,publico,publico_max,time_mandante,time_visitante
2018,2018-09-23,0,1,18681,35000,Sport Recife,Palmeiras
2018,2018-10-06,2,1,9979,35000,Sport Recife,Internacional
2018,2018-10-21,2,1,13860,35000,Sport Recife,Vasco da Gama
2018,2018-11-18,0,1,26005,35000,Sport Recife,Flamengo
2018,2018-12-02,2,1,23451,35000,Sport Recife,Santos FC
2018,2018-08-19,1,0,44959,56000,Internacional,Paraná
2018,2018-08-26,0,0,43743,56000,Internacional,Palmeiras
2018,2018-11-21,1,2,25067,56000,Internacional,Atlético-MG
2018,2018-08-24,0,0,22452,23018,Atlético-MG,Vasco da Gama
2018,2018-09-11,3,1,20922,23018,Atlético-MG,Atlético-PR
2018,2018-09-30,5,2,22654,23018,Atlético-MG,Sport Recife
2018,2018-09-02,0,1,61277,78838,Flamengo,Ceará SC
2018,2018-09-09,2,0,28983,78838,Flamengo,Chapecoense
2018,2018-10-13,3,0,52924,78838,Flamengo,Fluminense
2018,2018-11-15,1,0,46067,78838,Flamengo,Santos FC
2018,2018-11-22,2,0,36013,78838,Flamengo,Grêmio
2018,2018-12-01,1,2,66046,78838,Flamengo,Atlético-PR
2018,2018-08-27,3,1,8782,24584,Vasco da Gama,Chapecoense
2018,2018-09-25,2,1,13293,24584,Vasco da Gama,EC Bahia
2018,2018-10-14,2,0,11376,24584,Vasco da Gama,Cruzeiro
2018,2018-10-14,2,0,29328,31000,EC Bahia,Paraná
2018,2018-08-30,0,2,10755,20268,Ceará SC,EC Bahia
2018,2018-10-06,0,1,7478,35632,EC Vitória,Santos FC
2018,2018-10-21,2,2,18663,35632,EC Vitória,Corinthians
2018,2018-09-17,2,1,21112,49205,Corinthians,Sport Recife
2018,2018-09-23,1,1,27199,49205,Corinthians,Internacional
2018,2018-11-17,1,0,38605,49205,Corinthians,Vasco da Gama
2018,2018-11-25,0,0,36110,49205,Corinthians,Chapecoense
2018,2018-09-09,1,0,10969,82238,Fluminense,Botafogo
2018,2018-09-29,0,1,8721,82238,Fluminense,Grêmio
2018,2018-10-21,1,0,4762,82238,Fluminense,Atlético-MG
2018,2018-11-19,0,0,6435,82238,Fluminense,Ceará SC
2018,2018-08-12,2,1,10070,22600,Chapecoense,Corinthians
2018,2018-10-06,1,0,10074,22600,Chapecoense,Atlético-MG
2018,2018-10-28,1,0,13278,22600,Chapecoense,América-MG
2018,2018-11-15,0,1,17261,22600,Chapecoense,Botafogo
2018,2018-11-23,2,1,12384,22600,Chapecoense,Sport Recife
2018,2018-09-06,2,0,24601,43600,Palmeiras,Atlético-PR
2018,2018-11-04,1,0,21463,46931,Botafogo,Corinthians
2018,2018-08-20,2,0,41075,67428,São Paulo,Chapecoense
2018,2018-11-04,2,2,32612,67428,São Paulo,Flamengo
2018,2018-11-26,0,0,15235,67428,São Paulo,Sport Recife
2018,2018-09-06,1,1,2829,20083,Paraná,Chapecoense
2018,2018-11-15,0,1,1610,20083,Paraná,Atlético-MG
2018,2018-11-11,2,1,22622,60540,Grêmio,Vasco da Gama
2018,2018-08-30,1,0,12907,42372,Atlético-PR,Vasco da Gama
2018,2018-08-19,3,0,22061,42372,Atlético-PR,Flamengo
2018,2018-10-15,4,0,13481,42372,Atlético-PR,Sport Recife
2018,2018-11-10,2,0,8641,42372,Atlético-PR,Cruzeiro
2018,2018-11-25,2,2,9632,42372,Atlético-PR,Ceará SC
2018,2018-09-30,3,1,35654,37000,Palmeiras,Cruzeiro
2018,2018-10-14,1,0,26428,37000,Santos FC,Corinthians
2018,2018-09-16,0,0,24999,57483,Cruzeiro,Atlético-MG
2018,2018-09-24,2,1,9029,57483,Cruzeiro,Santos FC
2018,2018-08-18,3,0,10991,20120,Santos FC,Sport Recife
2018,2018-09-16,0,0,13488,20120,Santos FC,São Paulo
2018,2018-10-27,3,0,8680,20120,Santos FC,Fluminense
2018,2018-11-22,1,1,3620,20120,Santos FC,Botafogo
2018,2018-09-06,2,1,39785,60326,Ceará SC,Corinthians
2018,2018-09-15,2,0,32136,60326,Ceará SC,EC Vitória
2018,2018-11-11,1,1,42149,60326,Ceará SC,Internacional
2018,2018-11-23,1,0,48824,60326,Ceará SC,Paraná
2018,2018-09-07,2,1,5061,25000,América-MG,Vasco da Gama
2018,2018-09-09,0,0,4348,25000,América-MG,Ceará SC
2018,2018-10-22,3,0,12666,25000,Cruzeiro,Chapecoense
2018,2018-11-04,1,2,9423,25000,América-MG,Cruzeiro
2018,2018-11-10,0,1,5074,25000,América-MG,Paraná
2018,2018-08-12,1,3,16050,35000,Sport Recife,São Paulo
2018,2018-11-05,1,0,25002,35000,Sport Recife,Ceará SC
2018,2018-09-30,2,1,37070,56000,Internacional,EC Vitória
2018,2018-11-04,2,1,32007,56000,Internacional,Atlético-PR
2018,2018-11-25,2,0,31395,56000,Internacional,Fluminense
2018,2018-08-12,1,0,19100,55000,EC Bahia,América-MG
2018,2018-08-23,0,1,18671,55000,EC Bahia,Internacional
2018,2018-11-15,2,1,17825,55000,EC Bahia,Ceará SC
2018,2018-09-16,1,1,54288,71400,Vasco da Gama,Flamengo
2018,2018-08-12,3,1,22062,23018,Atlético-MG,Santos FC
2018,2018-08-24,1,0,51878,78838,Flamengo,EC Vitória
2018,2018-09-23,2,1,39462,78838,Flamengo,Atlético-MG
2018,2018-08-21,1,1,15539,24584,Vasco da Gama,Ceará SC
2018,2018-10-27,1,1,8301,24584,Vasco da Gama,Internacional
2018,2018-11-22,2,0,14917,24584,Vasco da Gama,São Paulo
2018,2018-11-25,0,1,21066,24584,Vasco da Gama,Palmeiras
2018,2018-09-23,3,4,9994,35632,EC Vitória,Botafogo
2018,2018-11-03,0,1,14275,82238,Fluminense,Vasco da Gama
2018,2018-11-11,0,0,12256,82238,Fluminense,Sport Recife
2018,2018-09-03,1,2,4546,22600,Chapecoense,Palmeiras
2018,2018-09-18,2,1,16981,22600,Chapecoense,Internacional
2018,2018-12-02,1,0,19992,22600,Chapecoense,São Paulo
2018,2018-08-13,1,0,30012,43600,Palmeiras,Vasco da Gama
2018,2018-08-19,0,3,8470,46931,Botafogo,Atlético-MG
2018,2018-09-30,2,2,19976,46931,Botafogo,São Paulo
2018,2018-11-10,2,1,19267,46931,Botafogo,Flamengo
2018,2018-11-26,2,1,28972,46931,Botafogo,Paraná
2018,2018-08-26,1,0,57723,67428,São Paulo,Ceará SC
2018,2018-09-09,1,0,43550,67428,São Paulo,EC Bahia
2018,2018-10-21,0,0,13053,67428,São Paulo,Atlético-PR
2018,2018-08-12,1,1,5443,20083,Paraná,Botafogo
2018,2018-10-22,0,4,4271,20083,Paraná,Flamengo
2018,2018-11-04,1,1,1328,20083,Paraná,EC Vitória
2018,2018-12-02,1,1,2975,20083,Paraná,Internacional
2018,2018-08-26,2,1,13577,42372,Atlético-PR,Grêmio
2018,2018-10-21,2,1,36323,37000,Palmeiras,Ceará SC
2018,2018-08-19,1,1,24367,57483,Cruzeiro,EC Bahia
2018,2018-10-28,3,1,18783,57483,Cruzeiro,Paraná
2018,2018-11-15,1,0,15520,57483,Cruzeiro,Corinthians
2018,2018-08-25,2,0,11564,20120,Santos FC,EC Bahia
2018,2018-09-30,1,0,7802,20120,Santos FC,Atlético-PR
2018,2018-10-01,3,1,27485,60326,Ceará SC,Chapecoense
2018,2018-10-30,2,1,37394,60326,Ceará SC,Atlético-MG
2018,2018-10-20,1,1,5821,25000,América-MG,Grêmio
2018,2018-11-18,2,1,4652,25000,América-MG,Santos FC
2018,2018-11-25,1,0,4398,25000,América-MG,EC Bahia
2018,2018-08-23,0,2,16425,35000,Sport Recife,América-MG
2018,2018-09-08,0,0,9525,35000,Sport Recife,Cruzeiro
2018,2018-09-06,2,1,33633,56000,Internacional,Flamengo
2018,2018-09-09,1,0,44176,56000,Internacional,Grêmio
2018,2018-10-14,3,1,45263,56000,Internacional,São Paulo
2018,2018-10-23,2,2,43159,56000,Internacional,Santos FC
2018,2018-11-16,2,0,28973,56000,Internacional,América-MG
2018,2018-09-06,2,0,13816,55000,EC Bahia,Sport Recife
2018,2018-09-16,1,1,24951,55000,EC Bahia,Palmeiras
2018,2018-09-30,0,0,31626,55000,EC Bahia,Flamengo
2018,2018-11-23,2,0,16437,55000,EC Bahia,Fluminense
2018,2018-09-06,1,0,20852,23018,Atlético-MG,São Paulo
2018,2018-10-15,0,0,20526,23018,Atlético-MG,América-MG
2018,2018-11-18,1,0,17313,23018,Atlético-MG,EC Bahia
2018,2018-12-01,1,0,22365,23018,Atlético-MG,Botafogo
2018,2018-08-12,1,0,55276,78838,Flamengo,Cruzeiro
2018,2018-10-28,1,1,65102,78838,Flamengo,Palmeiras
2018,2018-12-02,0,0,27776,31500,EC Bahia,Cruzeiro
2018,2018-09-01,1,0,12603,35632,EC Vitória,América-MG
2018,2018-11-11,2,2,22332,35632,EC Vitória,EC Bahia
2018,2018-11-17,1,2,8440,35632,EC Vitória,Atlético-PR
2018,2018-08-19,0,1,32848,49205,Corinthians,Grêmio
2018,2018-09-02,1,1,29609,49205,Corinthians,Atlético-MG
2018,2018-11-15,3,0,37430,43600,Palmeiras,Fluminense
2018,2018-11-18,1,0,19006,46931,Botafogo,Internacional
2018,2018-10-06,0,2,56694,67428,São Paulo,Palmeiras
2018,2018-11-18,1,0,14058,67428,São Paulo,Cruzeiro
2018,2018-08-23,1,1,8561,20083,Paraná,São Paulo
2018,2018-10-02,1,1,3894,20083,Paraná,Vasco da Gama
2018,2018-10-06,4,0,11443,42372,Atlético-PR,América-MG
2018,2018-11-12,0,1,12659,37000,Santos FC,Chapecoense
2018,2018-11-22,3,0,4036,57483,Cruzeiro,EC Vitória
2018,2018-09-30,0,0,8012,25000,América-MG,Corinthians
2018,2018-09-02,1,0,13966,35000,Sport Recife,Paraná
2018,2018-11-15,0,0,22652,35000,Sport Recife,EC Vitória
2018,2018-11-14,1,1,20917,24584,Vasco da Gama,Atlético-PR
2018,2018-08-26,1,0,6412,35632,EC Vitória,Atlético-MG
2018,2018-11-10,1,1,43122,49205,Corinthians,São Paulo
2018,2018-09-16,1,0,25382,46931,Botafogo,América-MG
2018,2018-12-02,0,0,57223,60326,Ceará SC,Vasco da Gama
2018,2018-11-04,1,0,17448,55000,EC Bahia,Chapecoense
2018,2018-11-03,0,1,16758,23018,Atlético-MG,Grêmio
2018,2018-11-11,1,1,20488,23018,Atlético-MG,Palmeiras
2018,2018-11-18,1,1,25076,,Paraná,Palmeiras
2008,2008-05-18,0,0,38564,,Grêmio,Flamengo
2008,2008-05-24,2,0,23685,,Grêmio,Náutico
2008,2008-06-08,2,1,23176,,Grêmio,Fluminense
2008,2008-06-22,3,0,21438,,Grêmio,Atlético-PR
2008,2008-07-19,1,0,28217,,Grêmio,Cruzeiro
2008,2008-07-27,1,1,0,,Grêmio,Palmeiras
2008,2008-08-03,2,0,0,,Grêmio,EC Vitória
2008,2008-08-06,1,0,0,,Grêmio,Ipatinga FC
2008,2008-08-17,1,0,40256,,Grêmio,São Paulo
2008,2008-08-31,2,1,0,,Grêmio,Vasco da Gama
2008,2008-09-13,1,2,0,,Grêmio,Goiás EC
2008,2008-10-08,2,0,0,,Grêmio,Santos FC
2008,2008-10-23,1,0,0,,Grêmio,Sport Recife
2008,2008-11-16,2,1,0,,Grêmio,Coritiba FC
2008,2008-12-07,2,0,0,,Grêmio,Atlético-MG
2008,2008-05-11,2,0,2562,,Botafogo,Sport Recife
2008,2008-06-08,2,1,6008,,Botafogo,Coritiba FC
2008,2008-07-06,2,0,0,,Botafogo,Grêmio
2008,2008-07-16,4,0,10007,,Botafogo,Ipatinga FC
2008,2008-07-23,4,0,0,,Botafogo,Atlético-MG
2008,2008-07-30,2,0,0,,Botafogo,Goiás EC
2008,2008-08-10,1,0,29379,,Botafogo,Palmeiras
2008,2008-08-20,1,0,0,,Botafogo,Cruzeiro
2008,2008-08-30,1,1,0,,Botafogo,Náutico
2008,2008-09-28,1,1,0,,Botafogo,Fluminense
2008,2008-10-18,0,1,0,,Botafogo,Santos FC
2008,2008-11-09,0,1,27038,,Botafogo,Flamengo
2008,2008-11-22,2,2,0,,Botafogo,Atlético-PR
2008,2008-11-30,1,3,3106,,Botafogo,Figueirense FC
2008,2008-05-17,1,0,14296,,Cruzeiro,Botafogo
2008,2008-05-25,4,0,19291,,Cruzeiro,Santos FC
2008,2008-06-08,1,0,20278,,Cruzeiro,Vasco da Gama
2008,2008-06-21,3,0,8988,,Cruzeiro,Figueirense FC
2008,2008-06-29,1,1,37115,,Cruzeiro,São Paulo
2008,2008-07-16,1,0,0,,Cruzeiro,Atlético-PR
2008,2008-08-07,2,0,30861,,Cruzeiro,Internacional
2008,2008-08-16,2,1,16678,,Cruzeiro,EC Vitória
2008,2008-08-31,1,1,0,,Cruzeiro,Coritiba FC
2008,2008-10-02,1,0,8931,,Cruzeiro,Sport Recife
2008,2008-10-09,1,0,12915,,Cruzeiro,Ipatinga FC
2008,2008-10-29,3,0,35560,,Cruzeiro,Grêmio
2008,2008-11-09,1,0,0,,Cruzeiro,Fluminense
2008,2008-11-23,3,2,0,,Cruzeiro,Flamengo
2008,2008-05-11,3,1,0,,Flamengo,Santos FC
2008,2008-06-07,5,0,22002,,Flamengo,Figueirense FC
2008,2008-07-05,3,0,44434,,Flamengo,Náutico
2008,2008-07-13,3,1,63611,,Flamengo,Vasco da Gama
2008,2008-07-27,0,0,0,,Flamengo,Botafogo
2008,2008-08-03,1,2,37210,,Flamengo,Cruzeiro
2008,2008-08-09,1,0,0,,Flamengo,Atlético-PR
2008,2008-08-21,2,1,31716,,Flamengo,Grêmio
2008,2008-09-21,1,0,0,,Flamengo,Ipatinga FC
2008,2008-09-27,2,1,0,,Flamengo,Sport Recife
2008,2008-10-23,5,0,28648,,Flamengo,Coritiba FC
2008,2008-11-01,2,2,0,,Flamengo,Portuguesa
2008,2008-06-01,3,0,17436,,Náutico,Botafogo
2008,2008-06-14,1,1,0,,Náutico,Vasco da Gama
2008,2008-06-22,2,1,15104,,Náutico,Atlético-MG
2008,2008-07-20,1,1,0,,Náutico,Internacional
2008,2008-08-10,1,0,13711,,Náutico,Santos FC
2008,2008-08-24,1,1,12325,,Náutico,Grêmio
2008,2008-09-06,2,0,0,,Náutico,Ipatinga FC
2008,2008-09-28,0,0,0,,Náutico,Palmeiras
2008,2008-10-25,1,1,0,,Náutico,Portuguesa
2008,2008-11-01,1,0,0,,Náutico,EC Vitória
2008,2008-05-18,1,1,3931,,Goiás EC,Atlético-MG
2008,2008-05-25,1,1,1773,,Goiás EC,Ipatinga FC
2008,2008-07-06,1,0,0,,Goiás EC,Fluminense
2008,2008-07-12,2,2,0,,Goiás EC,Coritiba FC
2008,2008-08-02,4,0,0,,Goiás EC,Portuguesa
2008,2008-08-06,2,1,39200,,Goiás EC,Flamengo
2008,2008-08-17,3,0,0,,Goiás EC,Náutico
2008,2008-08-30,2,0,0,,Goiás EC,Figueirense FC
2008,2008-09-03,4,0,3833,,Goiás EC,Atlético-PR
2008,2008-09-20,4,1,0,,Goiás EC,Santos FC
2008,2008-09-27,3,0,0,,Goiás EC,EC Vitória
2008,2008-11-02,3,0,8273,,Goiás EC,Cruzeiro
2008,2008-11-16,3,1,0,,Goiás EC,Botafogo
2008,2008-06-01,1,0,0,,Palmeiras,Atlético-PR
2008,2008-06-29,2,0,0,,Palmeiras,Náutico
2008,2008-07-10,1,1,0,,Palmeiras,Figueirense FC
2008,2008-07-30,1,0,26854,,Palmeiras,Flamengo
2008,2008-08-07,3,0,0,,Palmeiras,EC Vitória
2008,2008-08-17,1,0,0,,Palmeiras,Coritiba FC
2008,2008-08-24,4,2,8180,,Palmeiras,Portuguesa
2008,2008-09-21,2,0,0,,Palmeiras,Vasco da Gama
2008,2008-10-29,1,0,0,,Palmeiras,Goiás EC
2008,2008-11-09,0,1,25945,,Palmeiras,Grêmio
2008,2008-11-23,2,0,0,,Palmeiras,Ipatinga FC
2008,2008-12-07,0,1,0,,Palmeiras,Botafogo
2008,2008-05-18,4,0,2396,,Santos FC,Ipatinga FC
2008,2008-06-01,0,0,7298,,Santos FC,São Paulo
2008,2008-07-20,1,0,0,,Santos FC,Sport Recife
2008,2008-08-24,2,0,0,,Santos FC,Cruzeiro
2008,2008-09-03,2,0,0,,Santos FC,EC Vitória
2008,2008-09-14,2,1,0,,Santos FC,Fluminense
2008,2008-09-28,1,1,73680,,Santos FC,Portuguesa
2008,2008-10-04,4,0,10053,,Santos FC,Atlético-PR
2008,2008-10-25,3,0,0,,Santos FC,Figueirense FC
2008,2008-11-16,1,0,0,,Santos FC,Internacional
2008,2008-12-07,0,0,14121,,Santos FC,Náutico
2008,2008-05-18,0,2,8555,,Fluminense,Náutico
2008,2008-06-01,0,1,19441,,Fluminense,Flamengo
2008,2008-06-12,1,1,6539,,Fluminense,Santos FC
2008,2008-06-29,0,0,0,,Fluminense,Botafogo
2008,2008-07-09,3,0,11466,,Fluminense,Atlético-PR
2008,2008-07-12,2,1,13860,,Fluminense,EC Vitória
2008,2008-07-19,1,0,0,,Fluminense,Figueirense FC
2008,2008-08-06,3,1,0,,Fluminense,São Paulo
2008,2008-08-17,1,0,0,,Fluminense,Atlético-MG
2008,2008-09-06,0,0,0,,Fluminense,Grêmio
2008,2008-10-25,3,0,0,,Fluminense,Palmeiras
2008,2008-11-02,0,1,0,,Fluminense,Vasco da Gama
2008,2008-12-07,1,1,49178,,Fluminense,Ipatinga FC
2008,2008-06-14,1,0,0,,Portuguesa,Atlético-PR
2008,2008-06-28,0,0,0,,Portuguesa,Santos FC
2008,2008-08-10,2,1,0,,Portuguesa,Cruzeiro
2008,2008-08-21,0,1,0,,Portuguesa,Vasco da Gama
2008,2008-10-11,0,0,0,,Portuguesa,Coritiba FC
2008,2008-10-19,2,0,0,,Portuguesa,Grêmio
2008,2008-10-29,2,0,3225,,Portuguesa,Ipatinga FC
2008,2008-11-22,0,0,0,,Portuguesa,Goiás EC
2008,2008-05-10,0,1,7929,,São Paulo,Grêmio
2008,2008-06-07,5,1,7609,,São Paulo,Atlético-MG
2008,2008-06-21,1,0,11560,,São Paulo,Sport Recife
2008,2008-07-06,1,1,13421,,São Paulo,Ipatinga FC
2008,2008-07-13,2,1,22235,,São Paulo,Palmeiras
2008,2008-07-20,2,1,0,,São Paulo,Botafogo
2008,2008-07-27,3,1,0,,São Paulo,Portuguesa
2008,2008-08-03,4,0,0,,São Paulo,Vasco da Gama
2008,2008-08-31,0,0,0,,São Paulo,Santos FC
2008,2008-09-14,2,0,29325,,São Paulo,Flamengo
2008,2008-09-28,2,0,20688,,São Paulo,Cruzeiro
2008,2008-10-09,1,0,0,,São Paulo,Náutico
2008,2008-11-02,3,0,0,,São Paulo,Internacional
2008,2008-11-30,1,1,66888,,São Paulo,Fluminense
2008,2008-05-11,2,0,31660,,Coritiba FC,Palmeiras
2008,2008-06-01,1,1,0,,Coritiba FC,Cruzeiro
2008,2008-06-14,0,0,0,,Coritiba FC,EC Vitória
2008,2008-06-21,2,1,15323,,Coritiba FC,Fluminense
2008,2008-07-09,4,0,0,,Coritiba FC,Portuguesa
2008,2008-07-17,1,0,0,,Coritiba FC,Flamengo
2008,2008-07-23,1,0,12734,,Coritiba FC,Ipatinga FC
2008,2008-07-31,0,1,0,,Coritiba FC,Grêmio
2008,2008-08-10,3,0,20077,37182,Coritiba FC,Sport Recife
2008,2008-08-20,3,0,12360,,Coritiba FC,Figueirense FC
2008,2008-09-06,0,1,0,,Coritiba FC,Botafogo
2008,2008-09-28,1,1,32718,,Coritiba FC,Atlético-PR
2008,2008-11-09,0,0,9747,,Coritiba FC,Náutico
2008,2008-11-22,5,1,0,,Coritiba FC,Santos FC
2008,2008-05-24,4,0,12027,,EC Vitória,Figueirense FC
2008,2008-06-08,1,0,0,,EC Vitória,Santos FC
2008,2008-06-22,2,1,0,,EC Vitória,Internacional
2008,2008-06-28,3,0,13089,,EC Vitória,Goiás EC
2008,2008-07-23,2,0,0,,EC Vitória,Náutico
2008,2008-08-10,5,0,0,,EC Vitória,Vasco da Gama
2008,2008-08-20,0,0,7618,35632,EC Vitória,Sport Recife
2008,2008-08-30,0,0,0,,EC Vitória,Ipatinga FC
2008,2008-09-14,1,0,0,,EC Vitória,Coritiba FC
2008,2008-10-02,3,1,0,,EC Vitória,Portuguesa
2008,2008-10-29,0,0,0,,EC Vitória,Flamengo
2008,2008-11-09,0,1,0,,EC Vitória,Atlético-MG
2008,2008-11-30,0,0,16747,,EC Vitória,Palmeiras
2008,2008-06-01,2,0,0,,Ipatinga FC,EC Vitória
2008,2008-06-07,0,0,2875,,Ipatinga FC,Náutico
2008,2008-06-22,1,3,13260,,Ipatinga FC,Flamengo
2008,2008-07-10,2,2,0,,Ipatinga FC,Cruzeiro
2008,2008-07-19,4,1,0,,Ipatinga FC,Portuguesa
2008,2008-07-26,1,0,0,,Ipatinga FC,Internacional
2008,2008-08-20,1,1,0,,Ipatinga FC,Santos FC
2008,2008-08-24,1,0,0,,Ipatinga FC,Goiás EC
2008,2008-09-13,3,2,0,,Ipatinga FC,Atlético-MG
2008,2008-09-28,3,1,0,,Ipatinga FC,Vasco da Gama
2008,2008-11-01,2,0,0,,Ipatinga FC,Coritiba FC
2008,2008-11-15,3,0,0,,Ipatinga FC,Sport Recife
2008,2008-05-11,0,0,10619,,Atlético-MG,Fluminense
2008,2008-06-01,2,0,9522,,Atlético-MG,Portuguesa
2008,2008-07-06,1,1,0,,Atlético-MG,Palmeiras
2008,2008-07-27,2,1,0,,Atlético-MG,EC Vitória
2008,2008-08-24,4,0,0,,Atlético-MG,Atlético-PR
2008,2008-09-27,0,0,19738,,Atlético-MG,Figueirense FC
2008,2008-10-25,2,2,0,,Atlético-MG,Internacional
2008,2008-11-02,2,1,0,,Atlético-MG,Botafogo
2008,2008-11-12,4,1,42182,,Atlético-MG,Vasco da Gama
2008,2008-11-30,0,0,0,,Atlético-MG,Santos FC
2008,2008-05-18,1,1,21569,,Atlético-PR,São Paulo
2008,2008-05-25,1,1,14741,,Atlético-PR,Atlético-MG
2008,2008-06-08,5,0,14721,,Atlético-PR,Goiás EC
2008,2008-06-29,1,1,0,,Atlético-PR,Coritiba FC
2008,2008-07-05,1,0,0,,Atlético-PR,Santos FC
2008,2008-07-13,1,1,0,,Atlético-PR,Internacional
2008,2008-07-20,3,1,0,,Atlético-PR,Vasco da Gama
2008,2008-07-27,0,0,17528,,Atlético-PR,Figueirense FC
2008,2008-08-06,2,0,0,,Atlético-PR,Náutico
2008,2008-08-16,5,0,0,,Atlético-PR,Ipatinga FC
2008,2008-09-13,2,0,15638,,Atlético-PR,Portuguesa
2008,2008-09-21,0,0,20052,,Atlético-PR,Grêmio
2008,2008-10-25,1,0,0,,Atlético-PR,Cruzeiro
2008,2008-11-02,1,0,0,,Atlético-PR,Sport Recife
2008,2008-05-17,0,0,19104,,Sport Recife,EC Vitória
2008,2008-05-25,2,1,16933,,Sport Recife,Fluminense
2008,2008-06-08,2,0,0,,Sport Recife,Palmeiras
2008,2008-06-29,1,2,0,,Sport Recife,Flamengo
2008,2008-07-05,1,0,18732,,Sport Recife,Cruzeiro
2008,2008-07-16,2,2,0,,Sport Recife,Grêmio
2008,2008-07-24,1,0,0,,Sport Recife,Atlético-PR
2008,2008-07-31,3,1,0,,Sport Recife,Ipatinga FC
2008,2008-08-06,2,0,0,,Sport Recife,Portuguesa
2008,2008-08-17,0,1,0,,Sport Recife,Botafogo
2008,2008-08-31,1,0,21030,,Sport Recife,Internacional
2008,2008-09-14,5,0,21355,,Sport Recife,Figueirense FC
2008,2008-09-21,0,0,0,,Sport Recife,São Paulo
2008,2008-11-23,3,0,0,,Sport Recife,Atlético-MG
2008,2008-05-11,1,0,25744,,Internacional,Vasco da Gama
2008,2008-06-14,2,1,20694,,Internacional,Botafogo
2008,2008-07-06,3,0,27528,,Internacional,Coritiba FC
2008,2008-07-09,1,0,26535,,Internacional,Goiás EC
2008,2008-07-17,1,0,24343,,Internacional,Atlético-MG
2008,2008-07-23,2,0,41674,,Internacional,São Paulo
2008,2008-07-30,0,1,22228,,Internacional,Santos FC
2008,2008-08-24,1,1,29329,,Internacional,Flamengo
2008,2008-09-06,1,0,9349,,Internacional,Portuguesa
2008,2008-09-21,1,0,19493,,Internacional,EC Vitória
2008,2008-10-18,2,1,15813,,Internacional,Atlético-PR
2008,2008-10-29,1,1,14464,,Internacional,Náutico
2008,2008-11-09,4,0,8131,,Internacional,Ipatinga FC
2008,2008-11-30,1,0,13269,,Internacional,Cruzeiro
2008,2008-05-17,3,1,6033,,Vasco da Gama,Portuguesa
2008,2008-07-10,4,0,6703,,Vasco da Gama,Sport Recife
2008,2008-07-23,3,3,0,,Vasco da Gama,Fluminense
2008,2008-08-17,4,0,5387,,Vasco da Gama,Internacional
2008,2008-08-24,1,1,0,,Vasco da Gama,Botafogo
2008,2008-11-08,1,0,0,,Vasco da Gama,Santos FC
2008,2008-05-31,0,0,5027,,Figueirense FC,Goiás EC
2008,2008-06-14,3,1,5100,,Figueirense FC,Sport Recife
2008,2008-06-29,1,1,0,,Figueirense FC,Atlético-MG
2008,2008-07-16,3,0,0,,Figueirense FC,Santos FC
2008,2008-07-30,1,1,0,,Figueirense FC,São Paulo
2008,2008-08-16,2,1,0,,Figueirense FC,Portuguesa
2008,2008-10-08,0,0,14553,,Figueirense FC,Palmeiras
2008,2008-10-18,1,1,0,,Figueirense FC,Ipatinga FC
2008,2008-06-29,1,1,0,,Grêmio,Internacional
2008,2008-07-13,2,1,0,,Grêmio,Portuguesa
2008,2008-10-04,2,1,0,,Grêmio,Botafogo
2008,2008-11-02,1,1,0,,Grêmio,Figueirense FC
2008,2008-05-25,1,1,14677,,Botafogo,Vasco da Gama
2008,2008-06-21,0,1,5230,,Botafogo,Portuguesa
2008,2008-09-14,1,2,25196,,Botafogo,Internacional
2008,2008-10-09,3,1,6049,,Botafogo,EC Vitória
2008,2008-07-13,2,1,0,,Cruzeiro,Atlético-MG
2008,2008-07-23,0,1,0,,Cruzeiro,Goiás EC
2008,2008-07-30,4,2,19209,,Cruzeiro,Náutico
2008,2008-09-14,0,1,0,,Cruzeiro,Palmeiras
2008,2008-12-07,4,1,0,,Cruzeiro,Portuguesa
2008,2008-05-24,2,1,27031,,Flamengo,Internacional
2008,2008-06-14,2,4,55238,,Flamengo,São Paulo
2008,2008-07-20,0,1,41827,,Flamengo,EC Vitória
2008,2008-08-31,2,2,0,,Flamengo,Fluminense
2008,2008-10-11,0,3,0,,Flamengo,Atlético-MG
2008,2008-11-16,5,2,59678,,Flamengo,Palmeiras
2008,2008-05-10,2,1,14620,,Náutico,Goiás EC
2008,2008-07-09,2,1,0,,Náutico,São Paulo
2008,2008-07-13,0,2,0,,Náutico,Sport Recife
2008,2008-07-26,1,2,0,,Náutico,Coritiba FC
2008,2008-08-20,1,3,0,,Náutico,Fluminense
2008,2008-10-04,0,2,18001,,Náutico,Flamengo
2008,2008-11-15,5,2,0,,Náutico,Cruzeiro
2008,2008-11-30,2,1,0,,Náutico,Atlético-PR
2008,2008-06-14,0,3,0,,Goiás EC,Grêmio
2008,2008-07-27,1,2,0,,Goiás EC,Sport Recife
2008,2008-10-11,1,1,0,,Goiás EC,Internacional
2008,2008-12-07,0,1,0,,Goiás EC,São Paulo
2008,2008-05-18,2,1,10081,,Palmeiras,Internacional
2008,2008-06-12,5,2,0,,Palmeiras,Cruzeiro
2008,2008-07-16,3,1,0,,Palmeiras,Fluminense
2008,2008-09-04,0,3,15992,,Palmeiras,Sport Recife
2008,2008-10-04,3,1,25319,,Palmeiras,Atlético-MG
2008,2008-07-09,1,1,0,,Santos FC,Grêmio
2008,2008-07-27,5,2,0,,Santos FC,Vasco da Gama
